"","row","species","sp","site","era","date","nest1","nest2","nest3","nest3note","sampleUnit","size1mm","habitat","tideHTm","lat","long","Shaw_hab","notes","notes2","year"
"2603",2603,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.9,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2604",2604,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",10.9,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2605",2605,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.9,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2606",2606,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.3,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2607",2607,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2608",2608,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",15.4,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2609",2609,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",17.8,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2610",2610,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",16.7,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2611",2611,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.7,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2612",2612,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.6,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2613",2613,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2614",2614,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.6,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2615",2615,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",19.6,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2616",2616,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2617",2617,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",19,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2618",2618,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2619",2619,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.7,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2620",2620,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.4,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2621",2621,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",17.1,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2622",2622,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",16.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2623",2623,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.3,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2624",2624,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2625",2625,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.8,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2626",2626,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.3,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2627",2627,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.1,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2628",2628,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",16,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2629",2629,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2630",2630,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.3,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2631",2631,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2632",2632,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.1,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2633",2633,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2634",2634,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.6,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2635",2635,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2636",2636,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.3,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2637",2637,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.4,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2638",2638,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.1,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2639",2639,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2640",2640,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.7,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2641",2641,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",16.4,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2642",2642,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2643",2643,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2644",2644,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2645",2645,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",11.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2646",2646,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",16.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2647",2647,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.3,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2648",2648,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.4,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2649",2649,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2650",2650,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.6,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2651",2651,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",10.3,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2652",2652,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.8,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2653",2653,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",8.3,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2654",2654,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",10.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2655",2655,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.9,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2656",2656,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",10.7,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2657",2657,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.4,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2658",2658,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2659",2659,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2660",2660,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2661",2661,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2662",2662,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",11.6,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2663",2663,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",8.1,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2664",2664,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",11.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2665",2665,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.4,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2666",2666,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.7,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2667",2667,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2668",2668,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.6,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2669",2669,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",11.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2670",2670,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",11.9,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2671",2671,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2672",2672,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.4,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2673",2673,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.9,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2674",2674,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",15.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2675",2675,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",10.9,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2676",2676,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.8,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2677",2677,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",10.1,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2678",2678,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2679",2679,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",11.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2680",2680,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",11.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2681",2681,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2682",2682,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.7,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2683",2683,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.6,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2684",2684,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.8,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2685",2685,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.8,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2686",2686,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.1,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2687",2687,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.4,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2688",2688,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.8,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2689",2689,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.6,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2690",2690,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.9,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2691",2691,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2692",2692,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.9,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2693",2693,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2694",2694,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",11.6,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2695",2695,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.8,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2696",2696,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13.1,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2697",2697,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",13,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2698",2698,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",9,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2699",2699,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",11,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2700",2700,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",6.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2701",2701,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14.5,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2702",2702,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.9,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2703",2703,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",14,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2704",2704,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.3,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2705",2705,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.9,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2706",2706,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",10.1,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2707",2707,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",10.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2708",2708,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.6,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2709",2709,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",11.8,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2710",2710,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",10.7,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2711",2711,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.7,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2712",2712,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.3,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2713",2713,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",12.2,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2714",2714,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",10.8,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
"2715",2715,"Chlorostoma.funebralis","CHFU","Wara.D","present","2014-07-16","tran2L","quad1",0.57,"m_alongTransect","tran2L_quad1",11.7,"red macroalgae/red crust",1.32692394437212,"36.62129N","121.90388W",NA,"","l_squatina",2014
