study,studySub,species,sp,site,era,date,nest1,nest2,nest3,nest3note,sampleUnit,size1mm,habitat,tideHTm,lat,long
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,36.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,24.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,14.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,14.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,17.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,23.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,23,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,17.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,18.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,14,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,13.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,14.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,24.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,17.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,18.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,24.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,17.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,17.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,15.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,17.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,19.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,15,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,14.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,18.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,18.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,19.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,15.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,15,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,17.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,14.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,17.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,18,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,20.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,15.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,17.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,19.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,20.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,15.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,18,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,18.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,17.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,18.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,18.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,10.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,14.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,17.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,14.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,15.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,15.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,13.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,44.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,27.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,38.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,31.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,30.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,29.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,24.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,24.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,29.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,29.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,25.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,29.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,30.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,28.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,21.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,28.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,30.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,30.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,27.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,28.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,29,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,30.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,22.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,28.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,23.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,33.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,28,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,24.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,29.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,28.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,23.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,30.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,25.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,30.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,24.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,33.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,27.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,22.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,27.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,27.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,32.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,27.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,25.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,36.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,33.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,26.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,27.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,25.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,22.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,23.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,30.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,30.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,40.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,44,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,43.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,26.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,44.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,46.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,32.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,44.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,34.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,38.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,34.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,38.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,32.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,33.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,16.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,34.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,34.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,27,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,45.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,45.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,38.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,48.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,34.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,36.7,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,37.9,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,44.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,43.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,41.8,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,31.1,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,36.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,36.4,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,32.6,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,42.3,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.2,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,35.5,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",present,7/10/2017,Lo 1,,,,Lo 1,31.7,boulder with ulva on sediment, ,48.481781N,123.068522W
