"","study","studySub","species","sp","site","era","date","nest1","nest2","nest3","nest3note","sampleUnit","size1mm","habitat","tideHTm","lat","long","Shaw_hab","notes","notes2","size1mm_rand","year"
"124","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",27.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.4,2017
"125","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",25.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",25.3,2017
"126","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",37.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.2,2017
"127","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",18.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18.5,2017
"128","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",26.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.3,2017
"129","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",18.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18.9,2017
"130","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",31.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.8,2017
"131","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",41.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.2,2017
"132","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",44.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44.2,2017
"133","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",32.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.3,2017
"134","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",30.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.7,2017
"135","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",39.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.4,2017
"136","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",23.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",23.7,2017
"137","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",35.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.6,2017
"138","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28,2017
"139","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/22/2017","Lo 1",NA,NA,NA,"Lo 1",30.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.4,2017
"140","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/23/2017","Lo 1",NA,NA,NA,"Lo 1",41.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.6,2017
"141","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/23/2017","Lo 1",NA,NA,NA,"Lo 1",16.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16.8,2017
"142","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/23/2017","Lo 1",NA,NA,NA,"Lo 1",17.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.3,2017
"143","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/23/2017","Lo 1",NA,NA,NA,"Lo 1",19.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",19.6,2017
"144","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/23/2017","Lo 1",NA,NA,NA,"Lo 1",27.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.2,2017
"145","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/23/2017","Lo 1",NA,NA,NA,"Lo 1",29.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.2,2017
"146","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/23/2017","Lo 1",NA,NA,NA,"Lo 1",33.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.4,2017
"147","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/23/2017","Lo 1",NA,NA,NA,"Lo 1",19.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",19.1,2017
"148","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/23/2017","Lo 1",NA,NA,NA,"Lo 1",17.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.4,2017
"149","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",31.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.9,2017
"150","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",33.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.7,2017
"151","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",34.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.4,2017
"152","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",40.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.6,2017
"153","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.9,2017
"154","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",38.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.7,2017
"155","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",39.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.6,2017
"156","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",43.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.2,2017
"157","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",38.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.8,2017
"158","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35,2017
"159","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",44.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44.9,2017
"160","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",40.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.7,2017
"161","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",41.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.4,2017
"162","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.7,2017
"163","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.7,2017
"164","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",24.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",24.4,2017
"165","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",14.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",14.5,2017
"166","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",14.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",14.2,2017
"167","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",17.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.5,2017
"168","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",23.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",23.8,2017
"169","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16.9,2017
"170","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",23,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",23,2017
"171","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",17.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.6,2017
"172","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16.9,2017
"173","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",18.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18.2,2017
"174","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",14,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",14,2017
"175","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",13.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",13.1,2017
"176","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16,2017
"177","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",14.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",14.7,2017
"178","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",24.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",24.8,2017
"179","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",17.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.5,2017
"180","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16.5,2017
"181","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",18.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18.1,2017
"182","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",24.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",24.9,2017
"183","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",17.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.3,2017
"184","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16.2,2017
"185","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",17.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.2,2017
"186","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",15.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",15.9,2017
"187","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",17.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.2,2017
"188","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16,2017
"189","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",19.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",19.8,2017
"190","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",15,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",15,2017
"191","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",14.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",14.3,2017
"192","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",18.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18.3,2017
"193","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",18.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18.1,2017
"194","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",19.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",19.8,2017
"195","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",15.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",15.2,2017
"196","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16.9,2017
"197","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",15,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",15,2017
"198","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",17.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.5,2017
"199","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16,2017
"200","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",14.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",14.7,2017
"201","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",17.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.2,2017
"202","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",18,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18,2017
"203","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",20.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",20.4,2017
"204","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",15.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",15.7,2017
"205","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",17.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.5,2017
"206","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",19.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",19.9,2017
"207","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",20.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",20.5,2017
"208","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",15.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",15.7,2017
"209","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",18,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18,2017
"210","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",18.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18.5,2017
"211","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",17.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.4,2017
"212","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16.8,2017
"213","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",18.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18.5,2017
"214","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",18.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18.2,2017
"215","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16.2,2017
"216","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",10.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",10.9,2017
"217","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",14.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",14.7,2017
"218","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",17.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",17.5,2017
"219","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",14.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",14.9,2017
"220","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16.8,2017
"221","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",15.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",15.4,2017
"222","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",15.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",15.9,2017
"223","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",16.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",16.1,2017
"224","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",13.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",13.4,2017
"225","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35,2017
"226","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",44.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44.6,2017
"227","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34,2017
"228","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",27.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.9,2017
"229","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",38.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.7,2017
"230","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",31.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.5,2017
"231","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",30.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.9,2017
"232","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",29.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.9,2017
"233","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",24.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",24.1,2017
"234","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29,2017
"235","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",24.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",24.4,2017
"236","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",29.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.1,2017
"237","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",29.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.9,2017
"238","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",25.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",25.2,2017
"239","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",29.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.2,2017
"240","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",30.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.6,2017
"241","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",28.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.3,2017
"242","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",21.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",21.2,2017
"243","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",28.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.5,2017
"244","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",30.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.6,2017
"245","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",30.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.5,2017
"246","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",27.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.7,2017
"247","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",28.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.6,2017
