row,species,sp,site,date,nest1,nest2,nest3,nest3note,sampleUnit,size1mm,habitat,tideHTm,lat,long,Shaw_hab,notes,notes2
1472,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad1,0.8,m_alongTransect,tran8_quad1,14.6,barnacles/mussels,4,36.61605N,121.90040W,barnacles,,
1473,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad2,4.1,m_alongTransect,tran8_quad2,28.7,mussels,4,36.61605N,121.90040W,mussels,,
1474,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad2,4.1,m_alongTransect,tran8_quad2,21.05,mussels,4,36.61605N,121.90040W,mussels,,
1475,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad2,4.1,m_alongTransect,tran8_quad2,18.55,mussels,4,36.61605N,121.90040W,mussels,,
1476,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad2,4.1,m_alongTransect,tran8_quad2,23.05,mussels,4,36.61605N,121.90040W,mussels,,
1477,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad2,4.1,m_alongTransect,tran8_quad2,29.1,mussels,4,36.61605N,121.90040W,mussels,,
1478,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad2,4.1,m_alongTransect,tran8_quad2,22.7,mussels,4,36.61605N,121.90040W,mussels,,
1479,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad2,4.1,m_alongTransect,tran8_quad2,24.7,mussels,4,36.61605N,121.90040W,mussels,,
1480,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad2,4.1,m_alongTransect,tran8_quad2,19.5,mussels,4,36.61605N,121.90040W,mussels,,
1481,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad2,4.1,m_alongTransect,tran8_quad2,19.75,mussels,4,36.61605N,121.90040W,mussels,,
1482,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad2,4.1,m_alongTransect,tran8_quad2,18.85,mussels,4,36.61605N,121.90040W,mussels,,
1483,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad2,4.1,m_alongTransect,tran8_quad2,3.05,mussels,4,36.61605N,121.90040W,mussels,,
1484,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad2,4.1,m_alongTransect,tran8_quad2,3.95,mussels,4,36.61605N,121.90040W,mussels,,
1485,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad3,5.9,m_alongTransect,tran8_quad3,28.05,mussels,4,36.61605N,121.90040W,mussels,,
1486,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad3,5.9,m_alongTransect,tran8_quad3,20.3,mussels,4,36.61605N,121.90040W,mussels,,
1487,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad3,5.9,m_alongTransect,tran8_quad3,17.9,mussels,4,36.61605N,121.90040W,mussels,,
1488,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad3,5.9,m_alongTransect,tran8_quad3,21.05,mussels,4,36.61605N,121.90040W,mussels,,
1489,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad3,5.9,m_alongTransect,tran8_quad3,22.6,mussels,4,36.61605N,121.90040W,mussels,,
1490,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad3,5.9,m_alongTransect,tran8_quad3,20,mussels,4,36.61605N,121.90040W,mussels,,
1491,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad3,5.9,m_alongTransect,tran8_quad3,12.9,mussels,4,36.61605N,121.90040W,mussels,,
1492,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad4,6.9,m_alongTransect,tran8_quad4,21.95,mussels,4,36.61605N,121.90040W,mussels,,
1493,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad4,6.9,m_alongTransect,tran8_quad4,20,mussels,4,36.61605N,121.90040W,mussels,,
1494,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad4,6.9,m_alongTransect,tran8_quad4,12.55,mussels,4,36.61605N,121.90040W,mussels,,
1495,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad5,7.9,m_alongTransect,tran8_quad5,NA,mussels,4,36.61605N,121.90040W,mussels,highly exposed vertical face,
1496,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad6,8.7,m_alongTransect,tran8_quad6,23.8,barnacles/mussels,4,36.61605N,121.90040W,barnacles,,
1497,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad6,8.7,m_alongTransect,tran8_quad6,30.1,barnacles/mussels,4,36.61605N,121.90040W,barnacles,,
1498,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad6,8.7,m_alongTransect,tran8_quad6,25.15,barnacles/mussels,4,36.61605N,121.90040W,barnacles,,
1499,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad6,8.7,m_alongTransect,tran8_quad6,22.9,barnacles/mussels,4,36.61605N,121.90040W,barnacles,,
1500,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad6,8.7,m_alongTransect,tran8_quad6,25.7,barnacles/mussels,4,36.61605N,121.90040W,barnacles,,
1501,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad6,8.7,m_alongTransect,tran8_quad6,21.05,barnacles/mussels,4,36.61605N,121.90040W,barnacles,,
1502,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad6,8.7,m_alongTransect,tran8_quad6,18.95,barnacles/mussels,4,36.61605N,121.90040W,barnacles,,
1503,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad6,8.7,m_alongTransect,tran8_quad6,19.2,barnacles/mussels,4,36.61605N,121.90040W,barnacles,,
1504,Nucella.emarginata,NUEM,CabrilloExposed,6/28/14,tran8,quad6,8.7,m_alongTransect,tran8_quad6,17.9,barnacles/mussels,4,36.61605N,121.90040W,barnacles,,
1505,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad1,1,m_alongTransect,tran9_quad1,13.9,barnacles/mussels,3.5,36.62197N,121.90547W,barnacles,,
1506,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad2,2.9,m_alongTransect,tran9_quad2,24.7,barnacles/mussels,3.5,36.62197N,121.90547W,barnacles,,
1507,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad2,2.9,m_alongTransect,tran9_quad2,25.3,barnacles/mussels,3.5,36.62197N,121.90547W,barnacles,,
1508,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad2,2.9,m_alongTransect,tran9_quad2,22.9,barnacles/mussels,3.5,36.62197N,121.90547W,barnacles,,
1509,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad2,2.9,m_alongTransect,tran9_quad2,17.3,barnacles/mussels,3.5,36.62197N,121.90547W,barnacles,,
1510,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad2,2.9,m_alongTransect,tran9_quad2,19.8,barnacles/mussels,3.5,36.62197N,121.90547W,barnacles,,
1511,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad2,2.9,m_alongTransect,tran9_quad2,6.1,barnacles/mussels,3.5,36.62197N,121.90547W,barnacles,,
1512,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad2,2.9,m_alongTransect,tran9_quad2,5.7,barnacles/mussels,3.5,36.62197N,121.90547W,barnacles,,
1513,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad2,2.9,m_alongTransect,tran9_quad2,4.1,barnacles/mussels,3.5,36.62197N,121.90547W,barnacles,,
1514,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad3,5.9,m_alongTransect,tran9_quad3,17.2,barnacles,3.5,36.62197N,121.90547W,barnacles,hermit crab,
1515,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad3,5.9,m_alongTransect,tran9_quad3,21.2,barnacles,3.5,36.62197N,121.90547W,barnacles,hermit crab,
1516,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad3,5.9,m_alongTransect,tran9_quad3,20.3,barnacles,3.5,36.62197N,121.90547W,barnacles,,
1517,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad3,5.9,m_alongTransect,tran9_quad3,24.2,barnacles,3.5,36.62197N,121.90547W,barnacles,,
1518,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad3,5.9,m_alongTransect,tran9_quad3,22.7,barnacles,3.5,36.62197N,121.90547W,barnacles,,
1519,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad3,5.9,m_alongTransect,tran9_quad3,24.6,barnacles,3.5,36.62197N,121.90547W,barnacles,,
1520,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad3,5.9,m_alongTransect,tran9_quad3,14.6,barnacles,3.5,36.62197N,121.90547W,barnacles,,
1521,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad4,7.2,m_alongTransect,tran9_quad4,22.95,mussels,3.5,36.62197N,121.90547W,mussels,,
1522,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad4,7.2,m_alongTransect,tran9_quad4,18.15,mussels,3.5,36.62197N,121.90547W,mussels,,
1523,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad4,7.2,m_alongTransect,tran9_quad4,22.9,mussels,3.5,36.62197N,121.90547W,mussels,,
1524,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad4,7.2,m_alongTransect,tran9_quad4,26.45,mussels,3.5,36.62197N,121.90547W,mussels,,
1525,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad4,7.2,m_alongTransect,tran9_quad4,23.65,mussels,3.5,36.62197N,121.90547W,mussels,,
1526,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad4,7.2,m_alongTransect,tran9_quad4,23.15,mussels,3.5,36.62197N,121.90547W,mussels,,
1527,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad4,7.2,m_alongTransect,tran9_quad4,20.2,mussels,3.5,36.62197N,121.90547W,mussels,,
1528,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad5,9.6,m_alongTransect,tran9_quad5,NA,barnacles/coralline,3.5,36.62197N,121.90547W,barnacles,,
1529,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad6,13.7,m_alongTransect,tran9_quad6,23.1,barnacles,3.5,36.62197N,121.90547W,barnacles,,
1530,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad6,13.7,m_alongTransect,tran9_quad6,22.8,barnacles,3.5,36.62197N,121.90547W,barnacles,,
1531,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad6,13.7,m_alongTransect,tran9_quad6,17.95,barnacles,3.5,36.62197N,121.90547W,barnacles,,
1532,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran9,quad6,13.7,m_alongTransect,tran9_quad6,14.7,barnacles,3.5,36.62197N,121.90547W,barnacles,,
1533,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,19.8,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,hermit crab,
1534,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,20.2,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,hermit crab,
1535,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,15.6,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,hermit crab,
1536,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,21.8,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,hermit crab,
1537,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,22,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1538,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,26.8,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1539,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,24,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1540,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,21,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1541,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,19.7,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1542,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,26.1,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1543,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,25.9,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1544,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,27.2,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1545,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,28.1,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1546,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,22.7,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1547,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,24.5,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1548,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,22.5,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1549,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,22.3,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1550,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad1,2.2,m_alongTransect,tran10_quad1,23.7,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1551,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad2,5.3,m_alongTransect,tran10_quad2,32.4,mussels,3.5,36.62202N,121.90543W,mussels,,
1552,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad2,5.3,m_alongTransect,tran10_quad2,22.9,mussels,3.5,36.62202N,121.90543W,mussels,,
1553,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad2,5.3,m_alongTransect,tran10_quad2,24.6,mussels,3.5,36.62202N,121.90543W,mussels,,
1554,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad2,5.3,m_alongTransect,tran10_quad2,28.9,mussels,3.5,36.62202N,121.90543W,mussels,,
1555,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad2,5.3,m_alongTransect,tran10_quad2,27.8,mussels,3.5,36.62202N,121.90543W,mussels,,
1556,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad2,5.3,m_alongTransect,tran10_quad2,27.6,mussels,3.5,36.62202N,121.90543W,mussels,,
1557,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad3,7.8,m_alongTransect,tran10_quad3,20.3,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1558,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad3,7.8,m_alongTransect,tran10_quad3,22.4,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1559,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad3,7.8,m_alongTransect,tran10_quad3,14.8,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1560,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad3,7.8,m_alongTransect,tran10_quad3,16.6,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1561,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad3,7.8,m_alongTransect,tran10_quad3,17.9,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1562,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad3,7.8,m_alongTransect,tran10_quad3,19.7,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1563,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad3,7.8,m_alongTransect,tran10_quad3,13.4,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,,
1564,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad3,7.8,m_alongTransect,tran10_quad3,8.8,barnacles/mussels,3.5,36.62202N,121.90543W,barnacles,dead,
1565,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,30,mussels,3.5,36.62202N,121.90543W,mussels,,
1566,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,24.85,mussels,3.5,36.62202N,121.90543W,mussels,dead,
1567,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,23.7,mussels,3.5,36.62202N,121.90543W,mussels,,
1568,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,22.7,mussels,3.5,36.62202N,121.90543W,mussels,,
1569,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,20.8,mussels,3.5,36.62202N,121.90543W,mussels,,
1570,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,21.4,mussels,3.5,36.62202N,121.90543W,mussels,,
1571,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,22.2,mussels,3.5,36.62202N,121.90543W,mussels,,
1572,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,24,mussels,3.5,36.62202N,121.90543W,mussels,,
1573,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,21.9,mussels,3.5,36.62202N,121.90543W,mussels,,
1574,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,24,mussels,3.5,36.62202N,121.90543W,mussels,,
1575,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,22.4,mussels,3.5,36.62202N,121.90543W,mussels,,
1576,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,24.1,mussels,3.5,36.62202N,121.90543W,mussels,,
1577,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,16.3,mussels,3.5,36.62202N,121.90543W,mussels,,
1578,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,21.4,mussels,3.5,36.62202N,121.90543W,mussels,,
1579,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad4,10,m_alongTransect,tran10_quad4,14.1,mussels,3.5,36.62202N,121.90543W,mussels,,
1580,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,25.25,mussels,3.5,36.62202N,121.90543W,mussels,,
1581,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,22.85,mussels,3.5,36.62202N,121.90543W,mussels,,
1582,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,31.05,mussels,3.5,36.62202N,121.90543W,mussels,,
1583,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,26.05,mussels,3.5,36.62202N,121.90543W,mussels,,
1584,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,24.6,mussels,3.5,36.62202N,121.90543W,mussels,,
1585,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,24.8,mussels,3.5,36.62202N,121.90543W,mussels,,
1586,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,30.4,mussels,3.5,36.62202N,121.90543W,mussels,,
1587,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,25.75,mussels,3.5,36.62202N,121.90543W,mussels,,
1588,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,24.55,mussels,3.5,36.62202N,121.90543W,mussels,,
1589,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,28.2,mussels,3.5,36.62202N,121.90543W,mussels,,
1590,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,23.6,mussels,3.5,36.62202N,121.90543W,mussels,,
1591,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,25.65,mussels,3.5,36.62202N,121.90543W,mussels,,
1592,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,24,mussels,3.5,36.62202N,121.90543W,mussels,,
1593,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad5,13.6,m_alongTransect,tran10_quad5,21.95,mussels,3.5,36.62202N,121.90543W,mussels,,
1594,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad6,14.7,m_alongTransect,tran10_quad6,28.9,mussels,3.5,36.62202N,121.90543W,mussels,,
1595,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad6,14.7,m_alongTransect,tran10_quad6,24.25,mussels,3.5,36.62202N,121.90543W,mussels,,
1596,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad6,14.7,m_alongTransect,tran10_quad6,22.65,mussels,3.5,36.62202N,121.90543W,mussels,,
1597,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad6,14.7,m_alongTransect,tran10_quad6,25.95,mussels,3.5,36.62202N,121.90543W,mussels,,
1598,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad6,14.7,m_alongTransect,tran10_quad6,21.95,mussels,3.5,36.62202N,121.90543W,mussels,,
1599,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran10,quad6,14.7,m_alongTransect,tran10_quad6,22.7,mussels,3.5,36.62202N,121.90543W,mussels,,
1600,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran11,quad1,0.2,m_alongTransect,tran11_quad1,25,barnacles/mussels,4.25,36.32192N,121.90562W,barnacles,,
1601,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran11,quad1,0.2,m_alongTransect,tran11_quad1,15,barnacles/mussels,4.25,36.32192N,121.90562W,barnacles,,
1602,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran11,quad1,0.2,m_alongTransect,tran11_quad1,11.8,barnacles/mussels,4.25,36.32192N,121.90562W,barnacles,,
1603,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran11,quad2,1.4,m_alongTransect,tran11_quad2,24.3,mussels,4.25,36.32192N,121.90562W,mussels,,
1604,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran11,quad2,1.4,m_alongTransect,tran11_quad2,21.1,mussels,4.25,36.32192N,121.90562W,mussels,,
1605,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran11,quad2,1.4,m_alongTransect,tran11_quad2,17.1,mussels,4.25,36.32192N,121.90562W,mussels,,
1606,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran11,quad2,1.4,m_alongTransect,tran11_quad2,11.4,mussels,4.25,36.32192N,121.90562W,mussels,,
1607,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran11,quad3,2.6,m_alongTransect,tran11_quad3,NA,barnacles,4.25,36.32192N,121.90562W,barnacles,,
1608,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran11,quad4,4.6,m_alongTransect,tran11_quad4,NA,barnacles,4.25,36.32192N,121.90562W,barnacles,,
1609,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran11,quad5,6.4,m_alongTransect,tran11_quad5,NA,barnacles,4.25,36.32192N,121.90562W,barnacles,,
1610,Nucella.emarginata,NUEM,CabrilloExposed,7/12/14,tran11,quad6,8.7,m_alongTransect,tran11_quad6,27.8,barnacles,4.25,36.32192N,121.90562W,barnacles,hermit crab,
1611,Chlorostoma.funebralis,CHFU,Wara.D,7/15/14,tran10W,quad2,2.76,m_alongTransect,tran10W_quad2,19.2,red macroalgae,1,36.62147N,121.90354W,,,w_bigB
1612,Chlorostoma.funebralis,CHFU,Wara.D,7/15/14,tran10W,quad2,2.76,m_alongTransect,tran10W_quad2,20.5,red macroalgae,1,36.62147N,121.90354W,,,w_bigB
1613,Chlorostoma.funebralis,CHFU,Wara.D,7/15/14,tran10W,quad2,2.76,m_alongTransect,tran10W_quad2,17.5,red macroalgae,1,36.62147N,121.90354W,,,w_bigB
1614,Chlorostoma.funebralis,CHFU,Wara.D,7/15/14,tran10W,quad2,2.76,m_alongTransect,tran10W_quad2,17.3,red macroalgae,1,36.62147N,121.90354W,,,w_bigB
1615,Chlorostoma.funebralis,CHFU,Wara.D,7/15/14,tran10W,quad2,2.76,m_alongTransect,tran10W_quad2,18.9,red macroalgae,1,36.62147N,121.90354W,,,w_bigB
1616,Chlorostoma.funebralis,CHFU,Wara.D,7/15/14,tran10W,quad2,2.76,m_alongTransect,tran10W_quad2,20,red macroalgae,1,36.62147N,121.90354W,,,w_bigB
1617,Chlorostoma.funebralis,CHFU,Wara.D,7/15/14,tran10W,quad2,2.76,m_alongTransect,tran10W_quad2,19.1,red macroalgae,1,36.62147N,121.90354W,,,w_bigB
1618,Chlorostoma.funebralis,CHFU,Wara.D,7/15/14,tran10W,quad2,2.76,m_alongTransect,tran10W_quad2,19.1,red macroalgae,1,36.62147N,121.90354W,,,w_bigB
1619,Chlorostoma.funebralis,CHFU,Wara.D,7/15/14,tran10W,quad2,2.76,m_alongTransect,tran10W_quad2,18.9,red macroalgae,1,36.62147N,121.90354W,,hermit crab,w_bigB
1620,Chlorostoma.funebralis,CHFU,Wara.D,7/15/14,tran10W,quad2,2.76,m_alongTransect,tran10W_quad2,19.3,red macroalgae,1,36.62147N,121.90354W,,hermit crab,w_bigB
